SEQ,접수일,접수시각,장기서비스여부,최초서비스일,전체회차,현재회차,서비스일자,서비스시작시간,서비스종료시간,기존고객여부,결재형태,서비스주소,주거형태,평수,고객가입일,반려동물,부재중여부,우선청소,쿠폰사용여부,매니저생년월일,매니저성별,매니저사용휴대폰,매니저이동방법,근무가능지역,CS교육이수여부,청소교육이수여부,부재중서비스가능여부,추천인여부
T44754,2020-08-14,,1,2020-08-18,7,3,2020-09-03,9:00:00,13:00:00,0,신용카드,경기 안성시,오피스텔/원룸,20평대,2020-08-18,고양이,1,화장실,0,1966,0,안드로이드,자차,천안/아산,0,0,1,0
T37028,2021-10-18,9:34:16,0,2021-10-19,1,1,2021-10-19,9:00:00,12:00:00,1,신용카드,경기 화성시,오피스텔/원룸,10평대,2021-07-27,없음,1,방,0,1979,0,안드로이드,대중교통,수도권,0,0,1,0
T38361,2020-11-13,,1,2020-11-20,4,1,2020-11-20,9:00:00,14:00:00,1,신용카드,강원 원주시,일반주택,30평대,2020-11-20,없음,0,방,0,1961,0,,자차,원주/춘천,,,1,0
T33673,2020-02-19,,0,2020-02-21,1,1,2020-02-21,14:00:00,18:00:00,1,신용카드,강원 원주시,일반주택,,2020-02-21,없음,,,0,1965,0,안드로이드,대중교통,원주/춘천,1,1,1,0
T35602,2019-10-22,,0,2019-10-25,1,1,2019-10-25,9:00:00,13:00:00,1,무통장입금,강원 춘천시,일반주택,,2019-09-30,없음,,,0,1973,0,,대중교통,천안/아산,,,1,0
T47096,2020-11-30,,1,2020-12-14,4,1,2020-12-14,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,30평대,2020-06-22,없음,0,주방,0,1965,0,안드로이드,대중교통,원주/춘천,1,1,1,0
T38544,2021-09-03,20:07:03,1,2021-09-28,5,4,2021-11-09,9:00:00,13:00:00,1,신용카드,강원 춘천시,일반주택,20평대,,없음,1,화장실,0,1974,0,안드로이드,자차,원주/춘천,0,0,1,0
T51041,2021-05-03,,1,2021-05-10,4,4,2021-06-08,10:00:00,12:00:00,1,신용카드,강원 원주시,오피스텔/원룸,10평대,2020-05-27,없음,1,화장실,0,1969,0,안드로이드,대중교통,천안/아산,0,0,0,0
T36049,2021-07-14,,1,2021-07-21,4,1,2021-07-21,9:00:00,13:00:00,1,신용카드,강원 원주시,오피스텔/원룸,30평대,2021-07-21,없음,0,,0,1954,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T49082,2021-04-01,,1,2021-04-07,4,2,2021-04-12,10:00:00,12:00:00,1,신용카드,강원 원주시,오피스텔/원룸,10평대,2020-05-27,없음,1,화장실,0,1961,0,안드로이드,대중교통,원주/춘천,0,0,1,1
T45738,2021-01-05,11:11:15,1,2021-01-06,4,1,2021-01-06,16:00:00,18:00:00,1,신용카드,강원 원주시,오피스텔/원룸,20평대,2020-11-25,고양이,1,거실,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T30591,2021-01-27,,1,2021-02-03,4,2,2021-02-10,10:00:00,12:00:00,1,신용카드,강원 원주시,오피스텔/원룸,10평대,2020-05-27,없음,1,화장실,0,1954,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T56135,2021-01-08,19:03:42,0,2021-02-05,1,1,2021-02-05,13:00:00,17:00:00,1,가상계좌,강원 원주시,오피스텔/원룸,30평대,2021-02-05,없음,0,화장실,0,1969,0,안드로이드,대중교통,천안/아산,0,0,0,0
T53423,2020-06-22,,0,2020-06-25,1,1,2020-06-25,9:00:00,18:00:00,0,신용카드,강원 원주시,오피스텔/원룸,10평대,2020-06-25,없음,1,주방,0,1969,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T35402,2020-08-22,,1,2020-08-27,4,3,2020-09-17,14:00:00,16:00:00,1,신용카드,강원 원주시,오피스텔/원룸,10평대,2020-05-22,없음,1,,0,1961,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T37823,2021-01-05,11:11:15,1,2021-01-06,4,2,2021-01-13,16:00:00,18:00:00,1,신용카드,강원 원주시,오피스텔/원룸,20평대,2020-11-25,고양이,1,거실,0,1971,0,안드로이드,대중교통,서울,0,0,1,0
T37334,2021-06-18,,1,2021-06-24,4,2,2021-07-01,14:00:00,16:00:00,1,신용카드,강원 원주시,오피스텔/원룸,10평대,2020-05-22,없음,1,,0,1966,0,안드로이드,대중교통,기타,1,1,1,0
T45423,2019-10-01,,0,2019-10-03,1,1,2019-10-03,13:00:00,16:00:00,1,신용카드,강원 원주시,오피스텔/원룸,,2019-08-12,없음,,,0,1965,0,안드로이드,자차,원주/춘천,1,1,1,0
T53538,2021-05-03,,1,2021-05-10,4,4,2021-06-08,10:00:00,12:00:00,1,신용카드,강원 원주시,오피스텔/원룸,10평대,2020-05-27,없음,1,화장실,0,1961,0,안드로이드,대중교통,원주/춘천,0,0,1,1
T36202,2020-05-19,,1,2020-05-22,4,1,2020-05-22,11:00:00,13:00:00,1,신용카드,강원 원주시,오피스텔/원룸,10평대,2020-05-22,없음,1,,0,1965,0,안드로이드,대중교통,원주/춘천,1,1,1,0
T56693,2021-08-18,,1,2021-08-24,4,1,2021-08-24,9:00:00,13:00:00,1,신용카드,강원 원주시,오피스텔/원룸,30평대,2021-08-19,없음,0,,0,1961,0,안드로이드,대중교통,수도권,1,1,1,0
T40241,2020-09-19,,1,2020-09-22,4,2,2020-09-29,9:00:00,13:00:00,0,신용카드,강원 원주시,오피스텔/원룸,30평대,2020-09-29,고양이,1,방,0,1966,0,안드로이드,자차,천안/아산,0,0,1,0
T33990,2021-01-08,19:03:42,0,2021-02-05,1,1,2021-02-05,13:00:00,17:00:00,1,가상계좌,강원 원주시,오피스텔/원룸,30평대,2021-02-05,없음,0,화장실,0,1954,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T34880,2021-01-05,11:11:15,1,2021-01-06,4,2,2021-01-13,16:00:00,18:00:00,1,신용카드,강원 원주시,오피스텔/원룸,20평대,2020-11-25,고양이,1,거실,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T39730,2021-10-09,22:26:42,0,2021-10-20,1,1,2021-10-20,10:00:00,13:00:00,1,신용카드,강원 원주시,오피스텔/원룸,10평대,,없음,1,주방,0,1964,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T50155,2020-10-23,,1,2020-11-06,4,3,2020-11-20,12:00:00,15:00:00,1,신용카드,충남 천안시,오피스텔/원룸,30평대,2019-06-12,없음,0,주방,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T47591,2019-04-22,,1,2019-04-29,4,1,2019-04-29,9:00:00,11:00:00,1,신용카드,충남 아산시,오피스텔/원룸,,2019-04-18,,,,0,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T42794,2019-10-09,,0,2019-10-11,1,1,2019-10-11,14:00:00,18:00:00,0,신용카드,충남 천안시,오피스텔/원룸,,2019-10-11,없음,,,0,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T40672,2019-07-18,,1,2019-07-25,10,4,2019-08-15,9:00:00,12:00:00,1,무통장입금,충남 천안시,오피스텔/원룸,,2019-05-02,없음,,,0,1964,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T55915,2019-04-22,,1,2019-04-29,4,1,2019-04-29,9:00:00,11:00:00,1,신용카드,충남 아산시,오피스텔/원룸,,2019-04-18,,,,0,1959,0,안드로이드,자차,천안/아산,0,1,1,0
T57889,2020-11-18,,0,2020-11-20,1,1,2020-11-20,14:00:00,16:00:00,1,신용카드,충남 천안시,오피스텔/원룸,20평대,2020-10-22,없음,1,주방,0,1968,0,,대중교통,천안/아산,,,0,0
T49428,2020-10-26,,1,2020-11-02,4,2,2020-11-09,9:00:00,13:00:00,1,신용카드,충남 천안시,오피스텔/원룸,40평대이상,2020-06-23,없음,0,,0,1966,0,안드로이드,대중교통,기타,1,1,1,0
T30685,2021-09-02,,1,2021-09-08,4,4,2021-10-06,16:00:00,18:00:00,1,무통장입금,충남 천안시,오피스텔/원룸,10평대,,개,1,방,0,1958,0,안드로이드,대중교통,천안/아산,0,0,1,0
T46191,2020-10-26,,1,2020-10-30,7,3,2020-11-06,9:00:00,13:00:00,1,신용카드,충남 천안시,오피스텔/원룸,40평대이상,2020-10-14,없음,0,,0,1957,0,기타,자차,부산,0,0,1,0
T30314,2019-08-19,,1,2019-09-05,9,5,2019-10-04,16:00:00,19:00:00,1,신용카드,충남 천안시,오피스텔/원룸,,2019-06-12,없음,,,0,1970,0,안드로이드,대중교통,천안/아산,0,0,0,0
T57862,2019-08-01,,1,2019-08-15,4,1,2019-08-15,9:00:00,11:00:00,1,무통장입금,충남 천안시,오피스텔/원룸,,2019-04-19,없음,,,0,1971,0,안드로이드,대중교통,천안/아산,0,0,1,0
T45192,2021-09-16,9:17:08,1,2021-10-07,4,2,2021-10-14,16:00:00,19:00:00,1,신용카드,충남 천안시,오피스텔/원룸,30평대,2019-06-12,없음,0,주방,0,1964,0,기타,자차,천안/아산,0,0,0,0
T45723,2021-06-14,13:58:41,1,2021-06-22,4,2,2021-06-30,14:00:00,18:00:00,0,신용카드,강원 원주시,일반주택,20평대,2021-06-22,고양이,1,화장실,0,1970,0,안드로이드,대중교통,천안/아산,0,0,0,0
T44187,2021-06-28,19:18:53,1,2021-07-02,7,1,2021-07-02,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,30평대,2021-04-20,없음,0,주방,0,1954,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T31045,2021-05-31,,1,2021-06-07,4,4,2021-06-28,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,40평대이상,2020-01-16,없음,0,화장실,0,1966,0,안드로이드,대중교통,기타,1,1,1,0
T34758,2020-08-15,,1,2020-08-19,4,1,2020-08-19,9:00:00,13:00:00,0,신용카드,강원 원주시,일반주택,30평대,2020-08-19,개,0,화장실,0,1971,0,안드로이드,대중교통,천안/아산,0,0,1,0
T57481,2020-07-27,,1,2020-08-04,4,3,2020-08-18,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,30평대,2020-06-23,없음,1,거실,0,1965,0,안드로이드,대중교통,원주/춘천,1,1,1,0
T57609,2021-07-06,22:22:53,1,2021-07-09,7,4,2021-07-20,9:00:00,13:00:00,0,신용카드,강원 원주시,일반주택,40평대이상,2021-07-09,없음,0,화장실,0,1964,0,안드로이드,대중교통,천안/아산,0,0,1,0
T39040,2021-09-29,15:27:45,1,2021-10-01,2,2,2021-10-01,9:00:00,12:00:00,0,가상계좌,강원 원주시,일반주택,30평대,2021-10-01,없음,1,거실,0,1964,0,기타,자차,천안/아산,0,0,0,0
T30176,2020-07-30,,1,2020-08-06,4,3,2020-08-20,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,,2020-01-16,없음,,,0,1968,0,안드로이드,자차,원주/춘천,0,0,1,0
T50831,2021-08-21,16:12:54,1,2021-08-27,4,1,2021-08-27,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,30평대,2021-03-26,없음,1,화장실,0,1974,0,안드로이드,자차,천안/아산,1,1,1,0
T48238,2019-09-27,,1,2019-10-04,4,3,2019-10-18,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,,2019-08-23,없음,,,0,1963,0,안드로이드,자차,원주/춘천,0,0,1,0
T36613,2021-06-02,19:08:18,1,2021-06-10,4,1,2021-06-10,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,30평대,2020-06-22,없음,0,거실,0,1972,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T32464,2019-11-13,,1,2019-11-21,4,3,2019-12-04,14:00:00,18:00:00,1,무통장입금,강원 원주시,일반주택,,2019-08-21,없음,,,1,1955,0,안드로이드,대중교통,기타,0,0,1,0
T51340,2019-09-25,,1,2019-09-30,5,4,2019-10-21,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,,2019-08-27,없음,,,0,1965,0,안드로이드,자차,원주/춘천,1,1,1,0
T42710,2020-01-31,,1,2020-02-07,4,1,2020-02-07,14:00:00,19:00:00,1,무통장입금,강원 원주시,일반주택,,2019-08-21,,,,0,1971,0,안드로이드,대중교통,천안/아산,0,0,1,0
T55405,2020-11-10,,1,2020-11-18,4,2,2020-11-25,14:00:00,18:00:00,1,무통장입금,강원 원주시,일반주택,40평대이상,2019-12-12,개,0,,0,1964,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T54516,2021-06-29,9:56:37,1,2021-07-08,4,3,2021-07-22,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,30평대,2020-06-22,없음,0,주방,0,1974,0,안드로이드,자차,원주/춘천,0,0,1,0
T39652,2021-04-01,8:00:53,1,2021-04-07,4,1,2021-04-07,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,30평대,2021-03-26,없음,1,화장실,0,1954,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T35045,2019-11-25,,1,2019-12-02,3,2,2019-12-09,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,,2019-08-27,,,,0,1961,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T33557,2021-10-09,7:52:03,1,2021-10-16,4,3,2021-11-10,9:00:00,13:00:00,1,신용카드,강원 원주시,일반주택,40평대이상,2021-06-09,없음,1,,1,1961,0,안드로이드,대중교통,원주/춘천,0,0,1,1
T44597,2019-10-15,,1,2019-10-22,4,1,2019-10-22,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,,2019-07-17,없음,,,0,1970,0,안드로이드,자차,천안/아산,0,0,1,0
T57400,2021-01-28,,1,2021-02-01,7,6,2021-02-22,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2020-02-13,없음,0,방,0,1970,0,안드로이드,대중교통,천안/아산,0,0,0,0
T35815,2019-09-04,,0,2019-09-06,1,1,2019-09-06,14:00:00,18:00:00,0,무통장입금,충남 아산시,일반주택,,2019-09-06,없음,,,0,1963,0,안드로이드,대중교통,천안/아산,0,0,0,0
T30282,2021-03-15,8:12:49,1,2021-03-22,4,3,2021-04-05,9:00:00,13:00:00,1,무통장입금,충남 천안시,일반주택,40평대이상,2020-07-20,고양이,0,거실,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T40385,2019-08-23,,1,2019-09-06,4,2,2019-09-20,15:00:00,19:00:00,1,신용카드,충남 천안시,일반주택,,2019-05-03,없음,,,0,1966,0,안드로이드,자차,천안/아산,0,0,1,0
T38702,2021-08-25,12:41:31,0,2021-09-02,1,1,2021-09-02,9:00:00,13:00:00,1,신용카드,충남 아산시,일반주택,30평대,2020-06-23,없음,1,화장실,0,1961,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T40138,2021-05-24,8:19:26,1,2021-05-31,10,5,2021-06-14,14:00:00,18:00:00,1,무통장입금,충남 천안시,일반주택,40평대이상,2020-10-14,없음,0,,0,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T44715,2020-05-25,,1,2020-05-27,4,2,2020-06-02,14:00:00,18:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2019-08-02,없음,0,주방,0,1971,0,안드로이드,대중교통,천안/아산,0,0,1,0
T43435,2021-06-07,13:43:03,1,2021-06-18,7,4,2021-07-09,14:00:00,18:00:00,1,신용카드,충남 아산시,일반주택,40평대이상,2020-12-04,개,0,화장실,0,1970,0,안드로이드,자차,천안/아산,0,0,1,0
T34644,2019-12-26,,1,2020-01-02,4,1,2020-01-02,9:00:00,13:00:00,1,가상계좌,충남 천안시,일반주택,,2019-08-08,기타,,,1,1970,0,안드로이드,자차,천안/아산,0,0,1,0
T48273,2020-07-30,,1,2020-08-04,4,1,2020-08-04,14:00:00,18:00:00,1,신용카드,충남 천안시,일반주택,30평대,2020-06-16,없음,0,화장실,0,1961,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T53005,2019-07-11,,1,2019-07-18,10,10,2019-09-26,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,,2019-04-30,,,,0,1969,0,안드로이드,대중교통,기타,0,0,1,0
T34703,2021-07-29,10:19:35,1,2021-08-04,4,3,2021-08-18,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2019-09-11,없음,0,화장실,0,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T44813,2019-04-15,,1,2019-04-22,4,3,2019-05-06,9:00:00,13:00:00,0,무통장입금,충남 천안시,일반주택,,2019-04-22,,,,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T36199,2020-05-25,,1,2020-05-27,4,2,2020-06-02,14:00:00,18:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2019-08-02,없음,0,주방,0,1959,0,안드로이드,자차,천안/아산,0,1,1,0
T31387,2019-04-29,,1,2019-05-03,4,4,2019-05-24,14:00:00,18:00:00,0,신용카드,충남 천안시,일반주택,,2019-05-03,,,,0,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T41700,2021-10-06,,1,2021-10-18,6,1,2021-10-18,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,,없음,0,화장실,0,1964,0,안드로이드,대중교통,천안/아산,1,1,1,0
T38662,2019-09-04,,1,2019-09-11,4,2,2019-09-18,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,,2019-05-23,없음,,,0,1976,0,,자차,천안/아산,,,1,0
T44126,2019-07-05,,0,2019-07-06,1,1,2019-07-06,9:00:00,13:00:00,0,무통장입금,충남 천안시,일반주택,,2019-07-06,,,,0,1970,0,안드로이드,대중교통,서울,0,0,1,0
T54673,2020-10-30,,1,2020-12-04,4,3,2021-01-08,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2019-11-11,없음,0,화장실,0,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T42478,2020-05-30,,1,2020-06-01,9,7,2020-06-22,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2020-02-13,없음,0,방,0,1976,0,,자차,천안/아산,,,1,0
T41416,2019-08-19,,0,2019-08-23,1,1,2019-08-23,9:00:00,13:00:00,0,신용카드,충남 천안시,일반주택,,2019-08-23,없음,,,0,1968,0,,대중교통,천안/아산,,,0,0
T50418,2020-05-07,,1,2020-05-13,7,5,2020-06-10,9:00:00,13:00:00,1,신용카드,충남 아산시,일반주택,40평대이상,2019-06-12,없음,0,방,0,1970,0,안드로이드,대중교통,천안/아산,0,0,0,0
T45874,2021-05-20,,1,2021-05-21,8,4,2021-06-11,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,40평대이상,2020-10-19,없음,0,화장실,0,1984,0,안드로이드,대중교통,천안/아산,0,0,1,0
T56081,2020-12-04,,1,2020-12-10,4,3,2020-12-24,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,30평대,2020-11-12,없음,1,화장실,0,1962,0,안드로이드,대중교통,서울,1,1,1,0
T50364,2019-10-17,,1,2019-10-23,4,1,2019-10-23,14:00:00,18:00:00,1,신용카드,충남 천안시,일반주택,,2019-07-31,없음,,,1,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T40473,2021-09-02,0:41:46,1,2021-09-13,4,3,2021-10-13,9:00:00,13:00:00,1,신용카드,충남 천안시,일반주택,20평대,2021-03-31,고양이,0,,0,1959,0,안드로이드,자차,천안/아산,0,1,1,0
T48760,2019-08-08,,0,2019-08-12,1,1,2019-08-12,14:00:00,17:00:00,0,신용카드,강원 원주시,오피스텔/원룸,,2019-08-12,없음,,,0,1965,0,안드로이드,대중교통,원주/춘천,1,1,1,0
T50585,2021-05-03,,1,2021-05-10,4,4,2021-06-08,10:00:00,12:00:00,1,신용카드,강원 원주시,오피스텔/원룸,10평대,2020-05-27,없음,1,화장실,0,1974,0,안드로이드,자차,원주/춘천,0,0,1,0
T42415,2020-05-19,,1,2020-05-22,4,2,2020-05-29,11:00:00,13:00:00,1,신용카드,강원 원주시,오피스텔/원룸,10평대,2020-05-22,없음,1,,0,1963,0,안드로이드,자차,원주/춘천,0,0,1,0
T55138,2021-04-01,,1,2021-04-07,4,1,2021-04-07,10:00:00,12:00:00,1,신용카드,강원 원주시,오피스텔/원룸,10평대,2020-05-27,없음,1,화장실,0,1985,0,,자차,천안/아산,,,1,0
T43746,2021-08-18,,1,2021-08-24,4,1,2021-08-24,9:00:00,13:00:00,1,신용카드,강원 원주시,오피스텔/원룸,30평대,2021-08-19,없음,0,,0,1966,0,기타,대중교통,광주,0,0,1,0
T32674,2019-09-03,,0,2019-09-05,1,1,2019-09-05,14:00:00,17:00:00,1,신용카드,강원 원주시,오피스텔/원룸,,2019-08-12,없음,,,0,1965,0,안드로이드,대중교통,원주/춘천,1,1,1,0
T57319,2020-09-19,,1,2020-09-22,4,2,2020-09-29,9:00:00,13:00:00,0,신용카드,강원 원주시,오피스텔/원룸,30평대,2020-09-29,고양이,1,방,0,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T52056,2021-11-07,20:17:59,0,2021-11-09,1,1,2021-11-09,16:00:00,18:00:00,0,신용카드,강원 춘천시,오피스텔/원룸,10평대,,없음,0,주방,0,1971,0,안드로이드,자차,원주/춘천,1,1,1,0
T55692,2021-04-01,,1,2021-04-07,4,2,2021-04-12,10:00:00,12:00:00,1,신용카드,강원 원주시,오피스텔/원룸,10평대,2020-05-27,없음,1,화장실,0,1964,0,안드로이드,대중교통,천안/아산,0,0,1,0
T55614,2021-05-03,,1,2021-05-10,4,1,2021-05-10,10:00:00,12:00:00,1,신용카드,강원 원주시,오피스텔/원룸,10평대,2020-05-27,없음,1,화장실,0,1971,0,안드로이드,대중교통,서울,0,0,1,0
T38267,2021-04-01,,1,2021-04-07,4,2,2021-04-12,10:00:00,12:00:00,1,신용카드,강원 원주시,오피스텔/원룸,10평대,2020-05-27,없음,1,화장실,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T39431,2021-06-18,,1,2021-06-24,4,1,2021-06-24,14:00:00,16:00:00,1,신용카드,강원 원주시,오피스텔/원룸,10평대,2020-05-22,없음,1,,0,1978,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T50162,2021-01-05,11:11:15,1,2021-01-06,4,2,2021-01-13,16:00:00,18:00:00,1,신용카드,강원 원주시,오피스텔/원룸,20평대,2020-11-25,고양이,1,거실,0,1980,0,안드로이드,대중교통,천안/아산,0,0,1,0
T47625,2021-07-22,16:04:31,0,2021-07-27,1,1,2021-07-27,9:00:00,14:00:00,1,가상계좌,강원 원주시,오피스텔/원룸,10평대,2020-06-25,없음,1,주방,0,1972,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T37587,2020-09-19,,1,2020-09-22,4,2,2020-09-29,9:00:00,13:00:00,0,신용카드,강원 원주시,오피스텔/원룸,30평대,2020-09-29,고양이,1,방,0,1969,0,안드로이드,대중교통,기타,0,0,1,0
T30706,2021-10-04,16:40:12,0,2021-10-06,1,1,2021-10-06,9:00:00,11:00:00,0,무통장입금,강원 춘천시,오피스텔/원룸,10평대,,없음,1,,0,1974,0,안드로이드,자차,원주/춘천,0,0,1,0
T33928,2020-05-26,,1,2020-05-27,4,1,2020-05-27,11:00:00,13:00:00,0,신용카드,강원 원주시,오피스텔/원룸,10평대,2020-05-27,없음,1,화장실,0,1954,0,안드로이드,대중교통,원주/춘천,0,0,1,0
T41076,2021-09-08,9:57:41,1,2021-09-18,4,4,2021-10-08,14:00:00,16:00:00,0,가상계좌,강원 원주시,오피스텔/원룸,10평대,2021-09-18,없음,0,주방,0,1958,0,안드로이드,대중교통,원주/춘천,1,1,1,0
T34815,2020-11-17,,1,2020-12-01,4,1,2020-12-01,14:00:00,17:00:00,1,신용카드,광주 남구,오피스텔/원룸,20평대,2020-08-18,없음,1,화장실,0,1964,0,안드로이드,자차,광주,1,1,1,0
T58028,2021-01-08,16:21:39,1,2021-01-11,4,3,2021-01-25,9:00:00,12:00:00,1,신용카드,광주 서구,오피스텔/원룸,10평대,2020-06-01,없음,1,방,0,1985,0,,자차,천안/아산,,,1,0
T35940,2021-03-11,10:11:45,0,2021-03-12,1,1,2021-03-12,9:00:00,13:00:00,1,무통장입금,광주 서구,오피스텔/원룸,10평대,2020-05-19,없음,1,거실,0,1961,0,,자차,원주/춘천,,,1,0
T40043,2020-06-04,,1,2020-06-08,4,2,2020-06-15,9:00:00,12:00:00,1,신용카드,광주 서구,오피스텔/원룸,10평대,2020-06-01,없음,1,방,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T49874,2020-08-03,,0,2020-08-07,1,1,2020-08-07,9:00:00,13:00:00,1,신용카드,광주 동구,오피스텔/원룸,30평대,2020-08-07,없음,1,화장실,0,1967,0,,,서울,,,1,0
T35017,2020-07-10,,1,2020-07-13,4,2,2020-07-20,9:00:00,11:00:00,1,신용카드,광주 서구,오피스텔/원룸,10평대,2020-06-01,없음,1,방,0,1966,0,안드로이드,자차,광주,1,1,1,0
T49564,2020-11-01,,1,2020-11-02,4,3,2020-11-16,9:00:00,12:00:00,1,신용카드,광주 서구,오피스텔/원룸,10평대,2020-06-01,없음,1,방,0,1964,0,안드로이드,자차,광주,1,1,1,0
T36393,2020-11-17,,1,2020-12-01,4,3,2020-12-29,14:00:00,17:00:00,1,신용카드,광주 남구,오피스텔/원룸,20평대,2020-08-18,없음,1,화장실,0,1964,0,안드로이드,자차,광주,1,1,1,0
T41888,2021-03-28,20:03:36,1,2021-04-05,4,1,2021-04-05,9:00:00,12:00:00,1,신용카드,광주 서구,오피스텔/원룸,10평대,2020-06-01,없음,1,방,0,1969,0,안드로이드,대중교통,천안/아산,0,0,1,0
T32724,2021-05-31,10:28:15,1,2021-06-01,4,2,2021-06-15,9:00:00,12:00:00,1,신용카드,광주 남구,오피스텔/원룸,20평대,2020-08-18,없음,1,주방,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T32803,2021-07-17,6:20:29,1,2021-07-26,4,3,2021-08-09,9:00:00,12:00:00,1,신용카드,광주 서구,오피스텔/원룸,10평대,2020-06-01,없음,1,방,0,1964,0,안드로이드,자차,광주,1,1,1,0
T43444,2021-01-12,12:02:15,1,2021-01-26,4,4,2021-03-09,9:00:00,12:00:00,1,신용카드,광주 남구,오피스텔/원룸,20평대,2020-08-18,없음,1,주방,0,1966,0,안드로이드,자차,광주,1,1,1,0
T44856,2020-05-18,,0,2020-05-19,1,1,2020-05-19,9:00:00,13:00:00,0,무통장입금,광주 서구,오피스텔/원룸,10평대,2020-05-19,없음,0,화장실,0,1964,0,안드로이드,자차,광주,1,1,1,0
T39538,2021-05-31,10:28:15,1,2021-06-01,4,2,2021-06-15,9:00:00,12:00:00,1,신용카드,광주 남구,오피스텔/원룸,20평대,2020-08-18,없음,1,주방,0,1994,0,ios,대중교통,기타,1,1,1,0
T45419,2021-10-05,17:43:02,1,2021-10-18,4,2,2021-10-25,9:00:00,12:00:00,1,신용카드,광주 서구,오피스텔/원룸,10평대,2020-06-01,없음,1,방,0,1966,0,기타,대중교통,광주,0,0,1,0
T57155,2019-08-29,,0,2019-08-30,1,1,2019-08-30,9:00:00,13:00:00,1,무통장입금,충남 천안시,일반주택,,2019-07-26,없음,,,0,1970,0,안드로이드,대중교통,천안/아산,0,0,0,0
T34821,2020-07-22,,1,2020-08-07,4,2,2020-08-21,9:00:00,13:00:00,1,무통장입금,충남 천안시,일반주택,30평대,2020-06-12,없음,0,거실,0,1961,0,안드로이드,대중교통,천안/아산,0,0,1,0
T45906,2021-09-15,0:38:53,1,2021-09-24,4,1,2021-09-24,14:00:00,18:00:00,1,신용카드,충남 아산시,일반주택,20평대,2021-09-24,없음,0,화장실,1,1964,0,안드로이드,대중교통,천안/아산,0,0,1,0
